id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
AjTuVXhDl2wVXnYMzQI7MQ,pizza-man-sioux-falls,Pizza Man,https://s3-media1.fl.yelpcdn.com/bphoto/ymbKi4h-33uyKegrbUwI9Q/o.jpg,False,https://www.yelp.com/biz/pizza-man-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,31,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 43.5397005, 'longitude': -96.7910161}",['delivery'],"{'address1': '807 S Marion Rd', 'address2': None, 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57106', 'country': 'US', 'state': 'SD', 'display_address': ['807 S Marion Rd', 'Sioux Falls, SD 57106']}",+16059776000,(605) 977-6000,4496.238668020145,$$
IRr239PcfeeIpeD-Uho-CA,woodgrain-brewing-company-sioux-falls-2,WoodGrain Brewing Company,https://s3-media4.fl.yelpcdn.com/bphoto/HL4CBHAHV2AsqkR3YNKpwA/o.jpg,False,https://www.yelp.com/biz/woodgrain-brewing-company-sioux-falls-2?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,46,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,"{'latitude': 43.546962, 'longitude': -96.727233}",[],"{'address1': '101 S Phillips Ave', 'address2': 'Ste 100', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57104', 'country': 'US', 'state': 'SD', 'display_address': ['101 S Phillips Ave', 'Ste 100', 'Sioux Falls, SD 57104']}",+16053105316,(605) 310-5316,1702.6380420147998,$
9IMGfvln1ZB_gR58OVNE8g,red-stone-pizza-company-sioux-falls-2,Red Stone Pizza Company,https://s3-media3.fl.yelpcdn.com/bphoto/MwwJnMwQb65w7XbEqhmYzw/o.jpg,False,https://www.yelp.com/biz/red-stone-pizza-company-sioux-falls-2?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,1,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.0,"{'latitude': 43.58020955109188, 'longitude': -96.73203087319102}",[],"{'address1': '2801 N Jaycee Ln', 'address2': '', 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57104', 'country': 'US', 'state': 'SD', 'display_address': ['2801 N Jaycee Ln', 'Sioux Falls, SD 57104']}",+16053360762,(605) 336-0762,5251.162704007862,
Nf5lcDomfKf4Z6q2RCdabA,look-s-marketplace-sioux-falls,Look’s Marketplace,https://s3-media2.fl.yelpcdn.com/bphoto/XX9Px513Wo_K-ux3Wqi3xw/o.jpg,False,https://www.yelp.com/biz/look-s-marketplace-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,60,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 43.490741168075644, 'longitude': -96.72222702527566}",[],"{'address1': '500 E 69th St', 'address2': '', 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57032', 'country': 'US', 'state': 'SD', 'display_address': ['500 E 69th St', 'Sioux Falls, SD 57032']}",+16053363104,(605) 336-3104,4836.094511543207,$$
Xie54nccYKO0AKzO27FX8g,charlies-pizza-sioux-falls,Charlies Pizza,,False,https://www.yelp.com/biz/charlies-pizza-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 43.48760408215976, 'longitude': -96.74684839999999}",[],"{'address1': '6213 S Old Village Pl', 'address2': '', 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57108', 'country': 'US', 'state': 'SD', 'display_address': ['6213 S Old Village Pl', 'Sioux Falls, SD 57108']}",+16052752212,(605) 275-2212,5131.035510194754,
Xa0F6ocYKt9vqhsseppyUA,roots-of-brasil-sioux-falls,Roots of Brasil,https://s3-media1.fl.yelpcdn.com/bphoto/N2YJD6fXrHxd-khp1mBPXw/o.jpg,False,https://www.yelp.com/biz/roots-of-brasil-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,2,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': 43.54884, 'longitude': -96.7201}",[],"{'address1': '201 N Weber Ave', 'address2': '', 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57103', 'country': 'US', 'state': 'SD', 'display_address': ['201 N Weber Ave', 'Sioux Falls, SD 57103']}",+16052711498,(605) 271-1498,2173.2548481569625,
FVQXuuvK1bEdSa7spcIAqQ,monks-ale-house-sioux-falls-3,Monk's Ale House,https://s3-media3.fl.yelpcdn.com/bphoto/NT8YUlfEcELu5ABLz4nBVQ/o.jpg,False,https://www.yelp.com/biz/monks-ale-house-sioux-falls-3?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,153,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 43.5487672690635, 'longitude': -96.721736108385}",[],"{'address1': '420 E 8th St', 'address2': '', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57103', 'country': 'US', 'state': 'SD', 'display_address': ['420 E 8th St', 'Sioux Falls, SD 57103']}",+16053382328,(605) 338-2328,2089.563744491574,$$
f9cZUS8KtN7C_MeO0QmH_Q,boss-pizza-and-chicken-sioux-falls-2,Boss' Pizza & Chicken,https://s3-media3.fl.yelpcdn.com/bphoto/zNXfgliLkDZ64l3QiEmzTw/o.jpg,False,https://www.yelp.com/biz/boss-pizza-and-chicken-sioux-falls-2?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,72,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",2.5,"{'latitude': 43.52521430671147, 'longitude': -96.73177435462766}","['delivery', 'pickup']","{'address1': '2111 S Minnesota Ave', 'address2': None, 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57105', 'country': 'US', 'state': 'SD', 'display_address': ['2111 S Minnesota Ave', 'Sioux Falls, SD 57105']}",+16052712677,(605) 271-2677,937.577516646416,$$
_P1tbuS-ZiR26bZHF_SG8Q,lupulin-brewing-sioux-falls-3,Lupulin Brewing,https://s3-media2.fl.yelpcdn.com/bphoto/J1x7xFbzeF8Wms6v03n5QQ/o.jpg,False,https://www.yelp.com/biz/lupulin-brewing-sioux-falls-3?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,27,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.5,"{'latitude': 43.524492, 'longitude': -96.777195}",[],"{'address1': '2425 S Shirley Ave', 'address2': 'Ste 112', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57106', 'country': 'US', 'state': 'SD', 'display_address': ['2425 S Shirley Ave', 'Ste 112', 'Sioux Falls, SD 57106']}",+16052755544,(605) 275-5544,3456.0209166304544,$$
at8oIFIMCiRlqxXiTNLhjw,dareos-pizza-casino-sioux-falls-2,Dareo's Pizza Casino,https://s3-media2.fl.yelpcdn.com/bphoto/VkwZW9PqOTIQBFNDhVqfSw/o.jpg,False,https://www.yelp.com/biz/dareos-pizza-casino-sioux-falls-2?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,6,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 43.5180201, 'longitude': -96.7311151}","['delivery', 'pickup']","{'address1': '2920 S Minnesota Ave', 'address2': '', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57105', 'country': 'US', 'state': 'SD', 'display_address': ['2920 S Minnesota Ave', 'Sioux Falls, SD 57105']}",+16053353758,(605) 335-3758,1753.9204113867024,
HdiHgu_bV0HwphyOWKXDUg,godfathers-pizza-sioux-falls-2,Godfather's Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/NRP9PU8kZXNth3T0EPJqKg/o.jpg,False,https://www.yelp.com/biz/godfathers-pizza-sioux-falls-2?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,28,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",1.5,"{'latitude': 43.5143241882324, 'longitude': -96.7886581420898}",['delivery'],"{'address1': '5107 W 41st St', 'address2': 'Ste S', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57106', 'country': 'US', 'state': 'SD', 'display_address': ['5107 W 41st St', 'Ste S', 'Sioux Falls, SD 57106']}",+16053618029,(605) 361-8029,4738.929701934634,$$
x1FZTkpUfdhB1hn3dBKBtA,the-barrel-house-sioux-falls,The Barrel House,https://s3-media3.fl.yelpcdn.com/bphoto/Ohamr8nogPRHqUyBP2akKQ/o.jpg,False,https://www.yelp.com/biz/the-barrel-house-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,98,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 43.502385773833, 'longitude': -96.6673476029615}",['delivery'],"{'address1': '4701 E 54th St', 'address2': None, 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57110', 'country': 'US', 'state': 'SD', 'display_address': ['4701 E 54th St', 'Sioux Falls, SD 57110']}",+16052717553,(605) 271-7553,6502.33037509666,$$
J-Cmx1KPNcwKreHWv5kPpQ,bbs-pub-n-grill-sioux-falls,BB's Pub N Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Vz-42eTqqUm5gRJ-5lLN7w/o.jpg,False,https://www.yelp.com/biz/bbs-pub-n-grill-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,32,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 43.508283, 'longitude': -96.768033}","['pickup', 'delivery']","{'address1': '3400 W 49th St', 'address2': '', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57106', 'country': 'US', 'state': 'SD', 'display_address': ['3400 W 49th St', 'Sioux Falls, SD 57106']}",+16053620947,(605) 362-0947,3777.8222621960413,$$
SeQhfw-fGZXAqKQokrjAMQ,the-18th-amendment-sioux-falls,The 18th Amendment,https://s3-media3.fl.yelpcdn.com/bphoto/Sb-rkf9JIqUJUzI8WvK8UA/o.jpg,False,https://www.yelp.com/biz/the-18th-amendment-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,43,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.0,"{'latitude': 43.51438, 'longitude': -96.74173}",['delivery'],"{'address1': '1301 W 41st', 'address2': '', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57105', 'country': 'US', 'state': 'SD', 'display_address': ['1301 W 41st', 'Sioux Falls, SD 57105']}",+16052711409,(605) 271-1409,2141.2723491320653,$$
zMnQKCpLHFx0UUXnFyf4dQ,boss-pizza-and-chicken-sioux-falls,Boss' Pizza & Chicken,https://s3-media1.fl.yelpcdn.com/bphoto/-qmE4JgOapUNehz8XSFCNQ/o.jpg,False,https://www.yelp.com/biz/boss-pizza-and-chicken-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,41,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",2.5,"{'latitude': 43.52978345, 'longitude': -96.79227924}","['pickup', 'delivery']","{'address1': '5330 W 26th St', 'address2': None, 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57106', 'country': 'US', 'state': 'SD', 'display_address': ['5330 W 26th St', 'Sioux Falls, SD 57106']}",+16052719378,(605) 271-9378,4552.3197950335725,$$
RIGUtVcaPBCL_8TRQI0W2A,blarney-stone-pub-sioux-falls-sioux-falls-3,Blarney Stone Pub- Sioux Falls,https://s3-media2.fl.yelpcdn.com/bphoto/VYAVydp4tuIwg_DrWGQygA/o.jpg,False,https://www.yelp.com/biz/blarney-stone-pub-sioux-falls-sioux-falls-3?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,172,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 43.5436371, 'longitude': -96.72695464250678}",['pickup'],"{'address1': '333 S Phillips Ave', 'address2': '', 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57104', 'country': 'US', 'state': 'SD', 'display_address': ['333 S Phillips Ave', 'Sioux Falls, SD 57104']}",+16052740103,(605) 274-0103,1382.3303672774148,$$
J4fJavDohGTCHgLJlh7XyQ,dareos-pizza-casino-sioux-falls,Dareo's Pizza Casino,,False,https://www.yelp.com/biz/dareos-pizza-casino-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,"{'latitude': 43.52873, 'longitude': -96.68597}",['delivery'],"{'address1': '3301 E 26th St', 'address2': 'Ste 123', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57103', 'country': 'US', 'state': 'SD', 'display_address': ['3301 E 26th St', 'Ste 123', 'Sioux Falls, SD 57103']}",+16053353442,(605) 335-3442,4061.4810056508377,
YFsv3gwBuvUx6BTqTOdPLQ,pizza-ranch-sioux-falls,Pizza Ranch,https://s3-media2.fl.yelpcdn.com/bphoto/4v6Fp_mrCftoF0PdaM3oHA/o.jpg,False,https://www.yelp.com/biz/pizza-ranch-sioux-falls?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,18,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 43.5147033, 'longitude': -96.7589477}","['pickup', 'delivery']","{'address1': '2717 W 41st St', 'address2': None, 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57105', 'country': 'US', 'state': 'SD', 'display_address': ['2717 W 41st St', 'Sioux Falls, SD 57105']}",+16052718646,(605) 271-8646,2802.5646921664825,$$
tDJE6d_KIvthm1fQmfvcmw,dominos-pizza-sioux-falls-7,Domino's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/v9hIEQVen-n3j4e3O9-Qzg/o.jpg,False,https://www.yelp.com/biz/dominos-pizza-sioux-falls-7?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,21,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.0,"{'latitude': 43.5256386, 'longitude': -96.7760086}",[],"{'address1': '2401 S Shirley Ave', 'address2': '', 'address3': '', 'city': 'Sioux Falls', 'zip_code': '57106', 'country': 'US', 'state': 'SD', 'display_address': ['2401 S Shirley Ave', 'Sioux Falls, SD 57106']}",+16053612544,(605) 361-2544,3331.77298737175,$
Qq4foODH_-mwC0z-C2JO7A,boss-pizzeria-and-sports-bar-sioux-falls-2,Boss' Pizzeria and Sports Bar,https://s3-media1.fl.yelpcdn.com/bphoto/UcWDyz0JP3NTGpsLgf0c0A/o.jpg,False,https://www.yelp.com/biz/boss-pizzeria-and-sports-bar-sioux-falls-2?adjust_creative=svPiIA0fP5C9T0luNYv_TQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=svPiIA0fP5C9T0luNYv_TQ,16,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",2.5,"{'latitude': 43.5624433, 'longitude': -96.74563987}",['delivery'],"{'address1': '1301 W Russell St', 'address2': None, 'address3': None, 'city': 'Sioux Falls', 'zip_code': '57104', 'country': 'US', 'state': 'SD', 'display_address': ['1301 W Russell St', 'Sioux Falls, SD 57104']}",+16052752716,(605) 275-2716,3357.2133358606734,
